 ,sa_score,logp,qed,heavy_atom_count,molecular_weight,h_bond_donors,h_bond_acceptors,lipinski_violations,pass_lipinski,ring_3_count,ring_3_prob,ring_4_count,ring_4_prob,ring_5_count,ring_5_prob,ring_6_count,ring_6_prob,ring_7_count,ring_7_prob,ring_8_count,ring_8_prob,ring_9_count,ring_9_prob,ring_10_count,ring_10_prob,ring_11_count,ring_11_prob,total_rings,error
C1[C@H](OCCC1)C(=O)N=C(Cc1ccc(O)c(c1)C)C,3.135776559,2.79972,0.862878454,20,275.1521435,1,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C1=C2C(=O)NCC[C@@H]2C2=C(C1)N1CNN=C1C(=CC1=C=CC=CC=C1)C2,5.279931761,2.4205,0.718495011,26,344.1637113,2,4,0,TRUE,0,0,0,0,1,0.2,3,0.6,1,0.2,0,0,0,0,0,0,0,0,5,
C12=CC=CC=C[C@H]2CCN1,4.094043207,1.6058,0.529010761,10,133.0891494,1,1,0,TRUE,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,2,
C1(=CC2=NN=CC(=CC(=O)O)C2)[C@@H]2N(C(=O)C=CC=C2)CC1,4.588839615,1.4812,0.783703043,22,297.1113413,1,4,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
[C@@H]12C=C(CC3=C1[C@H]1[C@@H]([C@@H](CC=C[C@@H]1CC3)C)C2)[C@@H]1CCCCC1=O,5.036897563,5.6307,0.571700632,24,322.2296656,0,1,1,TRUE,0,0,0,0,1,0.2,3,0.6,1,0.2,0,0,0,0,0,0,0,0,5,
c1(c(N)c(c(C)cc1C)C(=O)O)O,2.433974016,1.28944,0.449936055,13,181.0738932,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
n1c2CCCc2cc2c3c4c(nc12)CN[C@H]4C(=O)CC=C3,3.929278949,2.2488,0.802165003,21,277.1215121,1,4,0,TRUE,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
CC[C@@H]1C2=NCN=C(C)[C@@H]2CC1,4.585286828,2.2956,0.567828297,12,164.1313485,0,2,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
[nH]1c(=N)[nH]c2=NC(=O)C(=c12)ON1Cc2ccccc2C1,3.758233037,-0.96233,0.654548164,20,269.0912746,3,4,0,TRUE,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
C1(=NN2[C@@H](COC2)N=C1)NC1=CC2=C(NC(=O)N([C@@H]2C)CCO[C@H](C)OCCC)N(C)C1=CC=C,5.545429296,1.9034,0.481030554,35,485.2750526,2,9,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
c12c(c(CF)nc3ccc(CC(C)C)cc23)C=C2CC=C(O)C=C2C1,3.488146577,5.6143,0.790113684,25,335.1685425,1,2,1,TRUE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,
[C@H]1(O)c2c(F)c3C=NCCc3cc2C(=C(CC1)[C@H]1CC2=C(C1)CNN2)F,4.942649073,3.0804,0.723997452,26,357.1652687,3,4,0,TRUE,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
C1=CCC2=CC(=NC(=O)[C@@H]2C1=N)c1ccc(cc1)O,3.829975091,2.24377,0.804012892,19,252.0898776,2,3,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
n1c2C=C(C=C(F)Cc2c2c([nH]n3c2nn(C2=CCC=CC2)c3=O)c1)OCC,4.335822929,3.3501,0.7082447,28,379.144453,1,6,0,TRUE,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
C1=NC(=C2C=CCC=C2)C=NC(=O)[C@@H]1c1ccc(F)cc1,3.865757284,3.3613,0.777342888,21,280.1011913,0,2,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
N1(CCOCC1)C(=O)[C@H]1C(=N)[C@H](C(=O)C(C)(N)C)CC1,3.842281122,0.19757,0.771874216,20,281.1739416,2,5,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C1=CC=C2[C@@H](NC3=C2C(=O)C2=C4C(=CCC5=C(O[C@H](O5)C)C4)C=C[C@H]32)C=C1,5.384207858,3.6546,0.718830386,27,357.1364935,1,4,0,TRUE,0,0,0,0,3,0.5,1,0.166666667,2,0.333333333,0,0,0,0,0,0,0,0,6,
c1c2c(ccc1)C1=C(C2)CCN1N(C)c1ccc(Cl)cc1,2.767920039,4.3643,0.812044654,21,296.1080262,0,2,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C1(=O)OC2=C3C=NCC4=NC(=CCC4=C3C[C@@H]2C(=N1)C)C[C@H](CC)C,5.081316419,4.4173,0.765123469,25,337.179027,0,4,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C(=N)(c1c(O)cccc1)C1=CCN=CN1,3.448615409,1.27547,0.630661745,15,201.090212,3,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
N1[C@]2(N[C@@H]([C@H](CC)CCOC)C[C@@H]2C[C@H](CN2CCC[C@@H]3[C@@H](OC)[C@H]2CC=C3)C1=N)F,6.239831153,3.29277,0.402391948,31,436.3213548,3,5,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C1(=C(O)[C@@H](O[C@H]2C=C(CC=C12)N)[C@@H]1C=CCC=C1)O,5.046024527,2.3864,0.631909723,19,259.1208434,3,4,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
O(C)c1ccc(cc1)C(=N)c1ncc2c(c1)cc(cc2)OC,2.233668412,3.66817,0.746433547,22,292.1211778,1,4,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
c12c(C=C[C@H]3CNN(C)C3=C1)cccc2,3.841918008,2.1205,0.686620341,15,198.1156984,1,2,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
[C@H]1(C(=C(C=C=CN2C1=Cc1cc(cnc1[C@H](N)C2=O)C(=O)O)F)O)F,4.944237001,1.7223,0.666170299,25,347.0717623,3,5,0,TRUE,0,0,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,3,
c1c(cc2c(CNCCC2)c1)C(=O)Nc1ccc2OC=C3C(=C(O)c2c1)C1=C(NN2[C@H]1SC1=C2C[C@@H](C1)CC)C3,4.552144865,6.1026,0.366015093,40,552.2195119,4,7,2,FALSE,0,0,0,0,4,0.5,2,0.25,2,0.25,0,0,0,0,0,0,0,0,8,
C(=N)c1c2ncc(cc2cc(C2=NC=C3Nc4[nH]c5c(cncn5)c4N3C=C2)c1)C(=O)O,4.022399956,3.24937,0.371096753,32,422.1239717,4,8,0,TRUE,0,0,0,0,2,0.333333333,3,0.5,1,0.166666667,0,0,0,0,0,0,0,0,6,
c1(c2c(NC3=CC=C4CC(=CC=C4[C@@H]23)CNC(=O)N)nc2C=CCC(=Cc12)C(=O)O)F,4.667102054,3.3634,0.600482861,31,418.1441187,4,4,0,TRUE,0,0,0,0,1,0.2,3,0.6,1,0.2,0,0,0,0,0,0,0,0,5,
c12cncc(O)c1NN=C1C3=CC=CC=CC3=C(C)[C@@H]21,4.292946187,3.0348,0.75605801,20,263.105862,2,4,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
c12ccc([C@H]3C(=C(CC3)Cl)O)cc2[C@H]2C=CCC=C[C@@H]2N1C,4.396470158,4.9905,0.738225843,22,313.1233419,1,2,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
c1cccc(NCC2=C(O)[C@H]3C[N@]4CCCCC[C@H]4N3C2=O)c1,3.656121441,2.3371,0.899174849,23,313.179027,2,4,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
C1=CC=CC(=C2CN3[C@@H](C=CC(=CC3=N)c3ccccc3)C2)C=C1,4.009853535,4.67017,0.801316122,24,312.1626486,1,1,0,TRUE,0,0,0,0,1,0.25,1,0.25,2,0.5,0,0,0,0,0,0,0,0,4,
C1=CNC(=CC1)O[C@H]1[C@@H](C(=C2C1=CC=C[C@@H]2C)O)O,5.154490983,2.0389,0.709900235,19,259.1208434,3,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1(=CCc2c3nc([nH]c3[nH]c2C1)NC1CCCCC1)Cl,3.474975769,3.8569,0.786524708,20,290.1298243,3,2,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
[C@@H]12C[C@@H]3[C@H](N=CC=C[C@@H]3[C@H]1C(=N)NC[C@H](C[C@H](O)C)CN2)C,5.549944729,1.19357,0.618579144,22,304.2263115,4,4,0,TRUE,0,0,0,0,1,0.333333333,0,0,1,0.333333333,1,0.333333333,0,0,0,0,0,0,3,
C12=C3[C@]4(C5=C3CC=N[C@H]5[C@@H]3C(=N)C5=C(C[C@H]3[C@H]4O)CC3=C(N[C@@H](O3)C)C5)CN3[C@H]2C(=C(N=C1)OC)NC3=O,6.922214306,2.02817,0.427018827,38,512.2172034,4,8,1,TRUE,0,0,1,0.111111111,2,0.222222222,6,0.666666667,0,0,0,0,0,0,0,0,0,0,9,
C(=O)(C(=O)c1ccc(Cl)cc1)N=C1C=CC=CC1,2.898285109,3.0064,0.605412825,18,259.0400062,0,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C1CC(=C2CCCS2)C2=C1O[C@H]1NC[C@H](C1=CC2)CNCCO,4.766971013,2.2895,0.543980504,23,334.1714991,3,5,0,TRUE,0,0,0,0,3,0.75,0,0,1,0.25,0,0,0,0,0,0,0,0,4,
O=C([C@@H]1CC[C@H](C2=CCc3c(c4Cc5c(=Nc4nc3)nc3c(=CCC=C3)c5)C2)C1)O,4.818557658,3.0554,0.674636585,30,397.179027,1,4,0,TRUE,0,0,0,0,1,0.166666667,5,0.833333333,0,0,0,0,0,0,0,0,0,0,6,
CCC1=C2C[C@@H]3C=CC=CN=C3N2CN1,4.664417309,1.9726,0.702080598,15,201.1265975,1,3,0,TRUE,0,0,0,0,2,0.666666667,0,0,1,0.333333333,0,0,0,0,0,0,0,0,3,
c12-c3cc4c(nc(=O)n(c5cc(ccc5)C)n4)c4c(=N)[nH]cc(-c2cncc1)c34,3.284101735,3.09229,0.429439304,29,378.1229091,2,6,0,TRUE,0,0,0,0,1,0.166666667,5,0.833333333,0,0,0,0,0,0,0,0,0,0,6,
c1(cc(OCCCCO)cc(c1)F)C=C1C=C([C@@H]2C=CCC=C2)C=NC1=N,3.58986324,4.48077,0.551844093,27,366.1743562,2,3,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C12=CC3=C4[C@H]5C(=CC=CC5=NNC3=O)N[C@@H]4[C@H]1CO[C@@H]2OC,5.431564757,0.3694,0.733341928,22,297.1113413,2,5,0,TRUE,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
C1=N[C@@H](C=CC=C1)[C@@H]1C=CC2=C(CCN2C=C1)N(C)C(=O)O,4.861172567,2.7786,0.852398531,22,297.1477268,1,3,0,TRUE,0,0,0,0,1,0.333333333,0,0,2,0.666666667,0,0,0,0,0,0,0,0,3,
c1(=O)n([C@H]2C=CC=C3N[C@H](SC3=C2)C2=CNC3=C(N2)NCC3)c2c(C[C@@H](F)C2)[nH]1,5.594571697,1.3509,0.504363196,29,412.1481585,5,7,0,TRUE,0,0,0,0,4,0.666666667,1,0.166666667,1,0.166666667,0,0,0,0,0,0,0,0,6,
C1(=C(N)[C@H]2CCCNCC[C@H]2C1)[C@H]1N=C(N2CCC2)CC1,4.312518867,1.8754,0.774374195,21,288.2313969,2,4,0,TRUE,0,0,1,0.25,2,0.5,0,0,0,0,1,0.25,0,0,0,0,0,0,4,
C1C(C=C2Cc3c(cc4C[N@]5[C@](CC)(C6=CC=CC=C([C@@H]6C5)F)[C@H](F)Nc4n3)C2)CC1,5.260567235,5.558,0.500697221,31,421.2329544,1,3,1,TRUE,0,0,1,0.166666667,2,0.333333333,1,0.166666667,2,0.333333333,0,0,0,0,0,0,0,0,6,
C1[C@H](C(=C2CC=C(C=C12)OC)C=O)C(=O)SC,4.447883564,2.2518,0.720539399,17,250.0663653,0,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
O=C[C@@H]([C@H](N(C1=NCN=C2[C@H]1OC1=C2C=CCNCC1)O)F)N1C[C@H](CC1)C,5.492329281,0.8955,0.420443474,28,391.2019679,2,8,0,TRUE,0,0,0,0,2,0.5,1,0.25,0,0,1,0.25,0,0,0,0,0,0,4,
n12c(nc3[nH]c4=CCC=CC=c4c13)CCC=C2,4.24454803,1.3022,0.717348173,17,223.1109474,1,2,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
O=C(c1cnc(cc1C)C=C1Nc2ccccc2S1)O,2.793583812,3.60442,0.8818319,20,284.0619486,2,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C(=C(Oc1c(ncc(N)c1)F)O[C@@H]1C=CCC=C1)C,3.9552592,2.9443,0.51465375,19,262.1117559,1,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
[C@@H]12N[C@H](SC1=Cc1ccc(OC)cc1C=C2)CC,4.189347518,3.504,0.87798033,18,259.1030852,1,3,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
O=C([C@@H]1C=Cc2c(ccc(c2)O)[C@H]1N)[C@@H]1C=CCC=C1,4.331163039,2.7364,0.809781397,20,267.1259288,2,3,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C(C1=C[C@@H]2CC3=C(CC)C(=C[C@H](Cl)N3C=C2C=N1)F)C(=C1C(=C(NC)CN1)C)C,5.453335377,5.0172,0.500996553,29,414.1986528,2,4,1,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
c1c(C)c(ccn1)CC[C@@H](C(=O)O)N,2.683065438,0.73452,0.74058902,14,194.1055277,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1N2C(=Nc3c(c(c4cc(OC)cc(OCO)c4)oc13)N)Cc1c(C2)c(F)ccc1,3.381235035,3.607,0.639747844,30,409.1437843,2,7,0,TRUE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
c1(c2c(ccn1)C(=O)[C@H](C)C2)C[C@@H](C)O,3.602370053,1.3798,0.793145963,15,205.1102787,1,3,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C12=C3[C@@H](C4=CC=C(F)CC4)NCN3C=N[C@@H]2C(=N)N2C(=c3cncnc3=NC2)CC1,5.406784756,0.71807,0.71958985,30,404.1873209,2,7,0,TRUE,0,0,0,0,1,0.166666667,4,0.666666667,1,0.166666667,0,0,0,0,0,0,0,0,6,
c12c(-c3cc(N(C)CC)c(cc3C1)O)cccc2C,2.564479422,3.72792,0.751949073,19,253.1466642,1,2,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C12=CCC(=CC1=Cc1c(nnc(Cl)c1)N2)O,4.00779396,2.6684,0.723424174,16,233.0355896,2,4,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
c1(C(=O)O)cc2-c3[nH]c4c5C(=C[C@H](CCc2nc1)c35)C(=C(C4)O)O,4.118807594,3.0854,0.645323075,24,322.0953569,4,4,0,TRUE,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
C1[C@H](CC(=S)[C@@H]1C(=O)N=C1CCC2=C1N=C[C@H]1C(=CC=C3C1=C[C@@H](O)C=C3)C2=O)F,5.673064536,3.1131,0.658866603,30,422.1100417,1,5,0,TRUE,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
C1(=NC(=O)[C@@H](C=C1)CCCC)c1cc(ccc1C)CO,3.35166035,3.17922,0.893817277,20,271.1572289,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C1C=C(N2CCC2)C(=C(N)C2=C1[C@H]1C=CC=C=C(C=C1O2)N)O,4.973933495,2.0599,0.645670638,23,309.1477268,3,5,0,TRUE,0,0,1,0.25,1,0.25,0,0,1,0.25,1,0.25,0,0,0,0,0,0,4,
N1=C2[C@H](C=Nc3c1cccc3)C=CCC=C2,3.936134239,3.6073,0.581787836,16,208.1000484,0,2,0,TRUE,0,0,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,3,
C1=C2C(=CC=N[C@@H]2C2=CN=C3CCNC3=NC2)[C@@H](O)CC(=C1C)CO,5.151655666,1.0959,0.70412696,25,338.1742759,3,6,0,TRUE,0,0,0,0,1,0.25,1,0.25,2,0.5,0,0,0,0,0,0,0,0,4,
c1ccc(cc1N)C[C@H]1c2cc(cnc2NC1=N)C,3.468134066,2.70129,0.719258175,19,252.1374965,3,3,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1=CC(=N[C@@H]2C1=C1C(=NC=C(CCNC)[C@@H]1F)C=N2)Cl,5.145452917,2.1867,0.851515171,20,292.0891023,1,4,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C12=C(CC3=C(Cl)CC[C@H]13)C1=C3[C@@H](C[C@@H](CC)C3)NN1C2,5.143222733,3.8661,0.787948864,20,288.1393264,1,2,0,TRUE,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,
c1cc2c(cc1)[nH]c1cc([C@@H]3CCO[C@@H](Cl)CN3)ccc21,3.461204316,3.937,0.66803707,21,300.1029408,2,2,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
c12c(cc3c4=CC[C@@H](OC)N=c4[nH]c3c2)[nH]c2c1CCC2,3.993022622,1.9142,0.702249256,21,279.1371622,2,2,0,TRUE,0,0,0,0,3,0.6,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
[C@H]12C(=CCC(O)([C@@H]1[C@@H]1C(=C3c4c(NN3C=C1)cc1c(c4)[C@H](C)CO1)C2)O)CO,5.311328897,2.319,0.442037113,28,380.1736072,4,6,0,TRUE,0,0,0,0,3,0.5,3,0.5,0,0,0,0,0,0,0,0,0,0,6,
C1(=CC=C[C@@H](C=C1)C(=O)O)c1ccccc1,3.059545526,2.8968,0.817965823,16,212.0837296,1,1,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
FC1=CCC(=C2NN[C@@H](CC)C2)C(=C1)N,4.583686739,1.6167,0.614744481,15,209.1328257,3,3,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C12=NCC(=NC3=CCC=CC3)[C@H](N1C1=C(c3c(C1)c1cccc(OCC)c1[nH]3)N2)C,4.498457698,4.1295,0.763033461,30,399.2059104,2,5,0,TRUE,0,0,0,0,3,0.5,3,0.5,0,0,0,0,0,0,0,0,0,0,6,
O=C(c1ccc(cc1N)[C@H](O)C)O,2.484809337,1.0203,0.594583397,13,181.0738932,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
[C@@H]1(C2=NCN3CCCCC3=CC2=Cc2c3c(ccc12)[C@@H](F)NC3)N,4.752203333,2.9366,0.721576651,24,324.1750249,2,4,0,TRUE,0,0,0,0,1,0.2,3,0.6,1,0.2,0,0,0,0,0,0,0,0,5,
c12cc(CC)ccc1c(=O)nc1[nH]c(C)c(C)c1c2,2.561140671,3.25554,0.722207149,19,252.1262631,1,2,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
c12cc3c(cc2CCC1)[nH]c1OCCc31,2.848046965,2.5915,0.692745103,15,199.099714,1,1,0,TRUE,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
N(OC1=COC2=CC=CCC2=C1)NCc1c(c(c([nH]1)NC(=O)O)F)CF,4.467223252,2.8808,0.375187326,26,366.1139614,5,5,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1NC(=CC=C2NCC3=NC4=C=CNC(=C=CC4=CN23)N2Cc3c(C2)cccc3)OC1,4.843166731,2.1022,0.649443058,31,410.1855093,3,7,0,TRUE,0,0,0,0,3,0.5,2,0.333333333,0,0,1,0.166666667,0,0,0,0,0,0,6,
c1nccc(c1)Nc1cc(O)c(cc1)[C@@H]1c2cc(cc(O)c2SC1)O,3.347785076,4.1796,0.56576538,25,352.0881634,4,6,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
C1=C2O[C@H](NN2Nc2ccc(F)cc12)C1=CCC=CC1,4.450467106,2.9039,0.770035617,20,271.1120903,2,4,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
N1=C[C@H]([C@H](C2=C1CC(=O)N=C2)F)c1cc(C)c(O)cc1O,4.451710185,2.16752,0.830447506,21,288.0910205,2,4,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
c1(C)nc2c(cc1C)c1=CC3=CCC=CC3=CN=c1[nH]2,3.940376803,2.36364,0.776818258,20,261.1265975,1,2,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
c1cccc2c1C=C1C(=NNC(=O)[C@H]1C)N2,3.631494021,1.5749,0.687008525,16,213.090212,2,3,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
CC1=C[C@@H](C=CC1)c1ncc(=NCC2=CC=C[C@@H]3C=CCC=C23)n(C)c1,5.14607815,4.3093,0.752307591,26,343.2048478,0,3,0,TRUE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,
C(C[C@H](C)OC)C=C1[C@H](C)[C@@H](O)CC1,4.200157173,2.5187,0.703304226,14,198.1619799,1,2,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
C([C@]1(O)c2ccc(C3=CC[C@H](C)[C@@H](CC3)C)c(c2C=C2NC(=N[C@@H]12)C)O)C,4.918218583,4.574,0.718021839,27,366.2307282,3,4,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
c1cc2cnc3-c4c(c5CCO[C@H](Cc5cc4)C)Cc3c2cc1,3.140174066,4.3097,0.482668561,23,301.1466642,0,2,0,TRUE,0,0,0,0,1,0.2,3,0.6,1,0.2,0,0,0,0,0,0,0,0,5,
C1=c2[nH]c3=NC=C([C@H](c4ccccc4C)CC)C=Cc3c2C=CC1,4.185235216,4.24462,0.87739706,24,314.1782987,1,1,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
c1cc(ccc1O)C(=S)N,1.763018085,1.0264,0.592149344,10,153.0248348,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1cc(c(N)c(c1C)O)F,2.247774692,1.42192,0.423678493,10,141.0589921,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
N1C2=C([C@H](C)C1)C=CN1[C@H](C)CC[C@H]21,4.738295958,1.86,0.626970842,14,190.1469986,1,2,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c1c2c(C=Nc3c(cc([C@H]4[C@H](S(O)(O)O)C[C@H](O)C4)cc3)C2)ncc1C,4.422817718,3.87532,0.544663262,26,374.1300282,4,6,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
O1C(=N)NC(=CC2=C3N(C=CC(=C4C=C(C=CC4)OC)C=C3)NN2)C1,4.713648496,1.83157,0.615511718,25,337.1538748,4,6,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
C1C=C(C=c2c1nc1=NCNC3=C(c1c2)Cc1c3[nH]c2N[C@H](C)Cc12)F,5.004482358,1.5609,0.67767023,26,347.1546238,3,4,0,TRUE,0,0,0,0,3,0.5,2,0.333333333,1,0.166666667,0,0,0,0,0,0,0,0,6,
c1c(C(=C2C=CC(=CC2)OC)O)ccc(CN)c1,2.79845434,2.9046,0.802466735,18,243.1259288,2,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
n1c2CC=C3CCCC3=Nc2cc2c3c(cccc3)[nH]c12,3.0477645,4.455,0.645372799,21,273.1265975,1,2,0,TRUE,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
c1(ccc(OC)nc1)c1c(c2C[C@H](CO)Cc2cc1)O,2.961870688,2.1699,0.897767486,20,271.1208434,2,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
N=C(N)C=C1NC[C@H](C2=N[C@](C)(C3=C([C@H](CC3)[C@H]3C=CN4C5=C(CC4=C3)C[C@@H](O)CC5)C)NCC2)N1,6.062114703,2.73417,0.205167276,36,489.3216089,6,7,1,TRUE,0,0,0,0,3,0.5,3,0.5,0,0,0,0,0,0,0,0,0,0,6,
[C@H]1([C@H]2COC2=O)C=CN=C(N(C)C)C=C1,4.556295515,0.8192,0.59636986,15,206.1055277,0,4,0,TRUE,0,0,1,0.5,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,2,
CC1(C)CC2=C(NN[C@@H]2C1)[C@@H](C)O,4.535032257,0.9177,0.564731664,13,182.1419132,3,3,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
C1=CC2=C(CCN2C=C1[C@H]1NC2=CCC3=NC=NCC3=C2C1)OC(=O)C,4.952533775,2.3495,0.778162083,26,348.1586259,1,6,0,TRUE,0,0,0,0,2,0.4,3,0.6,0,0,0,0,0,0,0,0,0,0,5,
c1(cc2c3c(cccc3[C@H]3[C@@H](C=CC(=CC3=N2)F)OC)c1O)[C@@H]1C=NCC=C1,4.949263259,4.8775,0.762106502,28,374.1430561,1,4,0,TRUE,0,0,0,0,0,0,4,0.8,1,0.2,0,0,0,0,0,0,0,0,5,
c12cc(C)ccc1c(cnc2)N1C(=N)C2=C(CCN2)C1,3.203365132,2.58789,0.832073621,20,264.1374965,2,3,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
